-1.358441305073776473e+00 5.359976220322624663e+00 7.978410362804277511e+00 1.152682377481003329e+00 -5.817102693038764816e-01 1.000000000000000000e+00
3.792117990838459018e+00 8.643651695131793211e-01 2.117256353794300106e-01 1.362991995384643218e+00 3.293197746575245333e+00 0.000000000000000000e+00
4.223162836324593883e+00 2.394354236807638703e-01 6.034694070075896644e-02 4.662594710068389325e+00 3.862611838888557969e+00 0.000000000000000000e+00
1.506529434557060565e+00 1.932187187505762793e-03 3.629648484338104719e+00 4.070853960697498053e+00 5.098547917863678336e+00 0.000000000000000000e+00
-3.266403054794125183e+00 1.164803541070831949e+00 3.034155169296732790e-01 -7.689348432912602505e+00 -7.078832853033155459e+00 3.000000000000000000e+00
8.133949346648844170e+00 -7.292913856017870788e-01 4.224596246533387500e+00 6.528920477709746706e+00 3.517976782878473596e+00 0.000000000000000000e+00
3.523282194388184685e+00 7.930211901866588420e-01 3.744771684804174328e+00 3.002186627043274214e+00 9.320053527109154468e-01 1.000000000000000000e+00
7.904535458290957717e-01 -6.606327094409400580e+00 3.695033060361788024e+00 -8.864644204621572321e-01 -3.046543509608839351e+00 2.000000000000000000e+00
9.394025052516630225e-01 -1.114410500562612816e+00 1.884913942749339100e+00 3.686908743926282206e+00 2.295817637087354424e+00 0.000000000000000000e+00
6.444632409345182111e+00 2.552464712919164658e-01 7.411556005298075567e-01 3.201168407131037785e+00 6.116982136525180636e+00 0.000000000000000000e+00
4.939281825795752923e+00 -5.511148498819700592e+00 -1.555312885508906007e+00 -1.805312898910416575e+00 -7.036577538384025665e-01 2.000000000000000000e+00
-1.801635832231023526e+00 -7.757570743293362714e-01 -2.887262773670976390e+00 -3.795235695964710221e+00 -2.323878321106338518e+00 3.000000000000000000e+00
-3.246866562274830503e+00 1.320172738281554015e+00 -3.896204135521747158e+00 -2.995727717830259706e+00 -1.738877874828521408e+00 3.000000000000000000e+00
-2.025943661176483168e+00 3.067004673401793280e+00 8.271628817677978418e-01 2.267663372749232575e+00 -2.305342431902233091e-01 1.000000000000000000e+00
-3.846988663586859314e+00 2.014395779070278891e+00 -3.371824854445697017e+00 -5.167084397372166293e+00 -3.751742719777390267e+00 3.000000000000000000e+00
-1.248277284075945515e+00 3.644738509063915721e+00 -3.590516673201101128e+00 7.337296322691853057e-01 1.284158029592097794e+00 1.000000000000000000e+00
-3.838565689878661313e+00 1.970850452499194105e+00 3.246187345815028102e-01 -3.138924779339323567e+00 -2.801324456018921882e+00 3.000000000000000000e+00
-3.205844965425932447e+00 4.456266232715961451e+00 -3.485089185266012191e+00 -8.125136363521601623e+00 -1.575441479735884220e+00 3.000000000000000000e+00
-7.751978976769393626e-01 -2.202048524263406026e+00 -1.948651860653200174e+00 -1.283533075939421675e+00 -8.617947471416659289e-01 2.000000000000000000e+00
9.645299233349737822e-01 6.879049888142692026e+00 3.179642175249988156e+00 1.910737512718551523e+00 3.973765553470852918e+00 1.000000000000000000e+00
1.928796799946286722e+00 -9.661263123912288142e-01 1.389070698639420787e+00 1.275554136410230743e+00 1.601953633344982419e+00 0.000000000000000000e+00
-8.608514380240293029e-01 4.023081863848596562e+00 4.444014558066125886e+00 1.729675734695579337e+00 1.928840331747750936e+00 1.000000000000000000e+00
4.767261134493972818e+00 -3.253853093938630092e-01 1.268327214630450728e+00 5.366822136949473965e+00 2.655416017849029142e+00 0.000000000000000000e+00
2.502295266210322389e+00 -1.497391701304075839e+00 -1.968014274427368093e+00 2.314702519795671432e+00 1.671173195976010106e+00 0.000000000000000000e+00
-1.899836184940712380e+00 2.840676832247937433e+00 -7.093407113793164243e-01 3.239951217683467721e-01 1.409706752169247235e+00 1.000000000000000000e+00
-1.577142759327598398e+00 5.724875480355213320e+00 1.841684033442456236e+00 5.513849684982334409e+00 1.817863235547694689e+00 1.000000000000000000e+00
3.054932690804144979e+00 -7.791726206438260860e-01 1.659736471894969423e+00 2.671767640866359095e+00 4.080746007017935106e+00 0.000000000000000000e+00
-1.351197825037590006e+00 7.045475351864088909e-01 -3.387101933683024146e+00 -3.548576968021448952e+00 -3.176123698867050038e+00 3.000000000000000000e+00
-2.902285129382065954e+00 -4.265405150207381979e+00 -3.482519268545360536e+00 -4.188701373113500992e+00 -4.440321183082508227e+00 2.000000000000000000e+00
-4.991142860610191079e+00 2.973218420860785915e-01 -1.593287348893577704e+00 -1.324562526512609306e+00 -1.484785764856879631e-01 3.000000000000000000e+00
-5.398712437141461873e-01 3.850061259118686685e+00 3.112020392745018516e-02 1.056708383058881262e+00 1.104514859223318934e+00 1.000000000000000000e+00
6.143680491654246456e-01 -4.160370832923733886e+00 4.334018642530585996e-01 -3.059418779464645688e+00 9.677354629742143111e-01 2.000000000000000000e+00
-3.209312280397655481e+00 2.672169795829898220e+00 3.099362721744026494e+00 3.398921842081783939e+00 -4.362637864267331356e-01 1.000000000000000000e+00
-1.513126733119278589e+00 5.842896565379549934e+00 1.504820345775976786e+00 1.993945775402507392e+00 -5.424390018524118950e-01 1.000000000000000000e+00
1.586885584179240638e+00 -4.135138727677083459e+00 2.259809735706351574e+00 -2.074330897323044542e+00 -3.047158286592690946e+00 2.000000000000000000e+00
2.112039693110107752e+00 4.392117779137871381e+00 3.073406193461159841e+00 9.623455468441448613e-01 -1.335746768542129370e+00 1.000000000000000000e+00
1.240057074525439784e+00 -7.244692632772435914e+00 -2.563560436265767351e+00 -9.202927389159227811e-01 -1.682199699475150911e+00 2.000000000000000000e+00
-2.612955869800479114e+00 3.083531371897225259e+00 1.253380636071136145e+00 -2.690213216729240298e+00 -2.638513346820189120e+00 3.000000000000000000e+00
1.031447955720196763e+00 -6.892656650955008679e+00 9.860466170949577780e-02 1.769174574907292907e+00 -4.371602025732608254e+00 2.000000000000000000e+00
-1.303237497109813070e+00 5.987960657579818324e-01 -3.938772158455737138e+00 -3.397528407509646353e+00 -3.755024124445698330e+00 3.000000000000000000e+00
-9.264081270794179979e-01 1.584961226579506333e+00 1.692073856965975232e+00 -1.868833643356386798e+00 -2.988872371503864755e+00 3.000000000000000000e+00
7.257250761066227795e+00 -3.846090614607203140e+00 9.333836853383737919e-01 4.389441107505337669e+00 2.437457140890573193e-01 0.000000000000000000e+00
1.292419703783030283e+00 1.428964584979087071e+00 -2.694839080677843501e+00 1.301521599801202189e+00 8.153480663511223359e-01 1.000000000000000000e+00
-8.991957608663991852e-01 -4.250998214722772062e+00 5.969469914564466961e-01 1.086323952276578186e+00 -5.608566514673563042e-03 2.000000000000000000e+00
-5.642710963204089936e+00 -1.173467386344786423e-01 -5.215777741498507147e+00 -5.401143681713056921e+00 -6.448475472567755773e+00 3.000000000000000000e+00
-4.286790933983736451e+00 3.105767819323880019e+00 -1.781484550066785078e+00 -5.959170661039312478e+00 -2.119992921146137910e+00 3.000000000000000000e+00
7.244751135361761074e-01 -6.004498501405512556e+00 -3.642253463812241687e-01 -1.491169186198951113e+00 -5.979104594219635249e-01 2.000000000000000000e+00
4.331925289806315860e+00 -1.808804107893935642e+00 3.251604525590784611e+00 5.887119333593613391e-01 5.278859068259988518e+00 0.000000000000000000e+00
-4.383117733608655975e+00 -6.486635960759183916e-01 -5.358959868774639368e+00 -2.884830340680012206e+00 -5.482019845955403703e-01 2.000000000000000000e+00
-9.743774736042321027e-01 -7.115442699801667104e+00 -1.986023908194939347e-01 9.195959023847177782e-01 -4.418703914130460708e-01 2.000000000000000000e+00
1.647962517857378906e+00 2.261147926335477010e+00 -1.427695240903958940e-01 6.535333184149776375e-01 2.690535252438825076e+00 1.000000000000000000e+00
2.914661393011387158e+00 -3.296795047641230436e+00 -8.447706474764604678e-01 -1.314337667503359786e+00 -2.145834871519500364e+00 2.000000000000000000e+00
-1.330641893405465348e+00 1.393390838974113422e+00 2.633094115828785053e+00 -6.537774821686856086e+00 -3.475781528139782139e+00 3.000000000000000000e+00
2.505045376511487731e-01 -1.743597776200227489e+00 -7.706130918919074091e-02 -9.519523181464153438e-01 -3.544327899459232878e+00 3.000000000000000000e+00
3.841625426285511846e+00 -7.146873704855335241e+00 3.993515480964004993e-02 -3.039628455578576194e+00 -3.272420403829256585e+00 2.000000000000000000e+00
1.829413839518756468e-02 -5.717938990573021130e+00 -4.070245956790993880e+00 -6.402156484016726878e+00 -2.184802440671139045e+00 2.000000000000000000e+00
1.556076731554205006e+00 -8.621608668388978103e-01 4.484011021929825702e+00 1.038632807832450045e+00 -8.755146617935749553e-01 0.000000000000000000e+00
-5.753892107306127102e+00 5.318632661366025083e+00 -4.115032499227777585e-01 2.662969741334218376e+00 1.827590191787393792e+00 1.000000000000000000e+00
-4.644124197625761674e+00 1.875169766629117607e+00 4.223634923230039639e+00 -3.701295239598349607e+00 -1.120177926891284814e+00 3.000000000000000000e+00
3.166667826338177782e+00 -1.389496682242257197e+00 4.288505701778401402e+00 1.678758102426852084e+00 6.093891175618635359e-01 0.000000000000000000e+00
1.491251018888970048e+00 -4.028923187280164520e+00 -1.938156282887118831e+00 1.634139473261378317e+00 1.335564607477000010e+00 2.000000000000000000e+00
5.776218837826792907e+00 1.588185042248722034e-01 -1.012577548446599973e+00 6.141166728156898458e+00 3.539418919781887496e+00 0.000000000000000000e+00
