1.168058714871187398e-01 4.761696576631778699e-01
7.956304149282109606e-01 -9.921682990277778114e-01
5.828146718958147066e-01 -2.564150555832862555e-01
5.239219977413988039e-01 -2.234599008821377686e-01
2.208234631116227087e-01 8.566133680812469953e-01
9.735490969011266760e-01 -3.425467299796970400e-01
4.798975257357750435e-01 -2.208106149299529086e-01
9.209452460591882605e-02 3.482302114616964150e-01
3.227348345994949241e-01 7.529404277875937357e-01
7.746057866444575613e-01 -8.969946633544952919e-01
8.848956058065232666e-01 -5.482638633281687879e-01
5.614501570517413942e-01 -3.868445070852939982e-01
8.412416251248207022e-01 -7.029634824342178012e-01
3.436365018221517742e-01 5.454102184879829895e-01
2.423168227551714127e-01 9.153183502595848564e-01
1.434171918563637016e-01 7.618418566829208149e-01
4.382112365278545418e-01 5.031343767660577670e-01
8.221865052849151034e-01 -8.777511701536989674e-01
9.638849115755524499e-01 -5.685932837762797121e-02
3.189162209522470315e-01 8.452359207513443495e-01
7.426692055697824424e-01 -9.965349657239251924e-01
8.589260454140054124e-01 -1.051538844524224858e+00
2.886098203239984006e-02 -1.969960898293684759e-01
9.467560947872311061e-01 -3.393082520535227742e-01
8.446854603111950688e-01 -8.868699426422025356e-01
