4.560545386661531975e-01 1.869503594629986498e+00
3.120851943927878125e-01 1.067076264137166941e+00
6.219108725067126198e-01 2.113955301000528753e+00
4.477536596920445033e-01 2.733685441995795884e+00
1.391558073978294008e-02 7.877939403699765197e-01
8.494111064379492593e-01 3.900859379491177670e+00
6.441890478025992239e-01 2.220550681565081064e+00
2.703711167406784854e-01 2.968083502653644512e-01
4.799464071505868956e-01 1.744942603007537452e+00
6.468121626888473363e-01 2.620319784738449176e+00
2.254011886539518672e-01 1.753466149022295362e+00
5.356984737103498428e-01 1.870398942702697020e+00
5.640072729089584680e-02 1.418036282616341071e+00
8.169592564707305327e-01 2.671104002141783340e+00
2.747714077026308654e-02 1.812981530605388691e+00
9.841156936534684041e-01 3.403759967028809008e+00
5.444505819940131941e-01 2.171804082311547202e+00
1.792650460218588870e-01 2.707204582123670544e+00
4.130848332581216198e-02 -2.436926015671958545e-02
4.636788297395245673e-01 2.482465263767816399e+00
8.427428842605313442e-01 3.141119637305975321e+00
8.272440280656289113e-01 2.730261798256917061e+00
4.858550183952753398e-01 1.844368835344077695e+00
1.340110710277816475e-01 2.048813077139161276e+00
3.204686292200770170e-01 9.158506321098909275e-01
5.491704895383486829e-02 1.141211448302646980e+00
2.951940011789735419e-01 8.731255869824759985e-01
6.535876976809328331e-01 1.619050521041984103e+00
1.903928305071591609e-01 1.470989707026580051e+00
5.239802843147801648e-01 2.526865200041221726e+00
